rank	literal	freq
9028	那家	2160
9029	制訂	2159
9030	股改	2159
9031	可在	2156
9032	中國人民	2154
9033	臺北	2154
9034	誰說	2154
9035	四是	2153
9036	流動性	2153
9037	領導小組	2153
9038	只知道	2151
9039	書中	2151
9040	知名度	2151
9041	石家莊	2151
9042	額度	2151
9043	實際情況	2150
9044	總公司	2150
9045	更不	2149
9046	源於	2149
9047	準備好	2149
9048	鋁	2149
9049	代表團	2148
9050	週二	2148
9051	懸賞分	2147
9052	而去	2147
9053	我最	2146
9054	河南省	2146
9055	四川省	2145
9056	釐米	2145
9057	馬來西亞	2145
9058	這不	2143
9059	城裏	2141
9060	就用	2140
9061	帶你	2139
9062	國有企業	2138
9063	溼透	2138
9064	麻將	2137
9065	明細	2136
9066	一味	2135
9067	一堂	2135
9068	一揮	2135
9069	一角	2135
9070	一隊	2135
9071	上個	2135
9072	上邊	2135
9073	不單	2135
9074	不容	2135
9075	不惜	2135
9076	不經意	2135
9077	不錯	2135
9078	丫麻	2135
9079	九成	2135
9080	二手	2135
9081	亞瑟	2135
9082	人們	2135
9083	人流	2135
9084	人道	2135
9085	仔碌碌	2135
9086	企響度	2135
9087	佐治	2135
9088	佔領	2135
9089	你入	2135
9090	倉	2135
9091	個場	2135
9092	傾向	2135
9093	兆	2135
9094	先到	2135
9095	兔	2135
9096	入場	2135
9097	入神	2135
9098	公里	2135
9099	兵器	2135
9100	再嚟	2135
9101	刑事	2135
9102	到邊	2135
9103	動漫展	2135
9104	北面	2135
9105	十九	2135
9106	協助	2135
9107	南門亮	2135
9108	原先	2135
9109	又點話	2135
9110	可惡	2135
9111	合力	2135
9112	吉	2135
9113	同芷純	2135
9114	名器	2135
9115	呀媽	2135
9116	咖哩	2135
9117	咬牙切齒	2135
9118	商品	2135
9119	啷	2135
9120	嗰下	2135
9121	噉樣樣	2135
9122	地身	2135
9123	塘福	2135
9124	墳	2135
9125	多種	2135
9126	大汗	2135
9127	大隊	2135
9128	天意	2135
9129	天然	2135
9130	子喻	2135
9131	孔	2135
9132	學院	2135
9133	寶物	2135
9134	尬	2135
9135	屋主	2135
9136	屋內	2135
9137	常識	2135
9138	年前	2135
9139	底線	2135
9140	店鋪	2135
9141	張俊雄	2135
9142	影像	2135
9143	循環	2135
9144	心仔	2135
9145	志	2135
9146	恐怕	2135
9147	情境	2135
9148	想知	2135
9149	想行	2135
9150	想過	2135
9151	愛意	2135
9152	我卻	2135
9153	我照	2135
9154	我着	2135
9155	我緊	2135
9156	我點會	2135
9157	扒	2135
9158	打火機	2135
9159	抵死	2135
9160	拖延	2135
9161	拿拿聲	2135
9162	捉到	2135
9163	掌門	2135
9164	搏命	2135
9165	擅長	2135
9166	擦膠	2135
9167	擴大	2135
9168	擺酒	2135
9169	收得	2135
9170	故作	2135
9171	敢講	2135
9172	數秒	2135
9173	施	2135
9174	施法	2135
9175	早會	2135
9176	昔日	2135
9177	昨晚	2135
9178	會明	2135
9179	有意無意	2135
9180	未到	2135
9181	本應	2135
9182	校裙	2135
9183	格外	2135
9184	次序	2135
9185	歲月	2135
9186	江湖	2135
9187	沉睡	2135
9188	洛	2135
9189	派對	2135
9190	流緊	2135
9191	混合	2135
9192	源頭	2135
9193	溶	2135
9194	烏蠅	2135
9195	特	2135
9196	犯法	2135
9197	珍	2135
9198	琳琳	2135
9199	男兒	2135
9200	癢	2135
9201	百滔	2135
9202	直入	2135
9203	直衝	2135
9204	看似	2135
9205	着得	2135
9206	睡覺	2135
9207	瞄	2135
9208	瞄準	2135
9209	示威	2135
9210	空隙	2135
9211	糟糟	2135
9212	紅燈	2135
9213	紳士	2135
9214	縫	2135
9215	翠兒	2135
9216	老友	2135
9217	聖人	2135
9218	聽下	2135
9219	肉緊	2135
9220	肥佬	2135
9221	胃	2135
9222	自助	2135
9223	至得	2135
9224	致命	2135
9225	航	2135
9226	落山	2135
9227	落返	2135
9228	蒸發	2135
9229	藍家	2135
9230	藍火	2135
9231	蜜糖	2135
9232	行事	2135
9233	裝置	2135
9234	裸女	2135
9235	視野	2135
9236	親王	2135
9237	解下	2135
9238	言論	2135
9239	詞語	2135
9240	誠懇	2135
9241	講咗一句	2135
9242	講嘅	2135
9243	譚仔	2135
9244	質問	2135
9245	賭場	2135
9246	起哄	2135
9247	越近	2135
9248	趕去	2135
9249	趕緊	2135
9250	輝	2135
9251	轉過	2135
9252	返住	2135
9253	迪士尼	2135
9254	退學	2135
9255	通話	2135
9256	進度	2135
9257	道具	2135
9258	違	2135
9259	那一刻	2135
9260	那裡	2135
9261	那邊	2135
9262	醫返	2135
9263	釋	2135
9264	重重	2135
9265	銀茹話	2135
9266	開工	2135
9267	閣下	2135
9268	閱讀	2135
9269	陰謀	2135
9270	難頂	2135
9271	霧氣	2135
9272	頂硬上	2135
9273	頓	2135
9274	食指	2135
9275	食晏	2135
9276	餘	2135
9277	香港地	2135
9278	驚動	2135
9279	高漲	2135
9280	高過	2135
9281	鹼	2135
9282	點半	2135
9283	點啦	2135
9284	黨	2135
9285	商機	2134
9286	管理人員	2131
9287	哪種	2129
9288	衛生間	2129
9289	已達	2127
9290	賺了	2127
9291	績效	2126
9292	授予	2125
9293	杯子	2125
9294	不打	2124
9295	憑證	2124
9296	貫徹落實	2124
9297	僅有	2123
9298	僅爲	2123
9299	想讓	2123
9300	英寸	2123
9301	哼哼	2122
9302	我也不	2122
9303	只剩下	2121
9304	早在	2121
9305	漢化	2121
9306	贊	2121
9307	毛主席	2120
9308	爲其	2120
9309	經紀人	2120
9310	中信	2119
9311	線程	2119
9312	禁用	2118
9313	電子郵件	2118
9314	價值觀	2117
9315	基礎設施	2117
9316	她也	2117
9317	局域網	2117
9318	有的人	2116
9319	排行榜	2115
9320	長達	2114
9321	分局	2113
9322	又一次	2110
9323	該股	2109
9324	獲獎	2107
9325	協作	2106
9326	可我	2106
9327	集團公司	2106
9328	服務員	2105
9329	不玩	2104
9330	最喜歡的	2103
9331	複印件	2103
9332	下發	2102
9333	京城	2101
9334	研究院	2101
9335	新華社	2100
9336	要到	2100
9337	先是	2099
9338	請在	2099
9339	甘肅	2098
9340	用地	2098
9341	落在	2098
9342	幫他	2097
9343	是把	2097
9344	信貸	2096
9345	蒸汽	2096
9346	五大	2095
9347	全區	2095
9348	綠化	2095
9349	載體	2095
9350	琢磨	2094
9351	老年人	2094
9352	長安	2094
9353	列爲	2093
9354	湘	2093
9355	着力	2093
9356	較少	2093
9357	黃金周	2093
9358	什麼好	2092
9359	論證	2091
9360	較小	2091
9361	刻錄	2087
9362	萬噸	2086
9363	也想	2085
9364	使我	2085
9365	爸爸媽媽	2085
9366	保姆	2084
9367	在外	2081
9368	是一件	2081
9369	相關部門	2081
9370	你以爲	2080
9371	翔	2080
9372	上牀	2079
9373	既是	2079
9374	還有很多	2079
9375	解壓	2078
9376	這篇文章	2077
9377	想買	2075
9378	標準化	2075
9379	各種各樣	2074
9380	趙薇	2073
9381	胡錦濤	2072
9382	看着我	2071
9383	菜鳥	2071
9384	他家	2070
9385	進軍	2070
9386	此人	2069
9387	能用	2069
9388	戴爾	2068
9389	安全生產	2067
9390	檯燈	2067
9391	顆粒	2067
9392	寫真	2066
9393	溫家寶	2066
9394	可以直接	2065
9395	能做	2065
9396	不在乎	2064
9397	天津市	2063
9398	電影院	2063
9399	付費	2062
9400	全國各地	2060
9401	前兩天	2060
9402	厚道	2060
9403	管理者	2060
9404	模具	2059
9405	小靈通	2058
9406	主編	2057
9407	個人觀點	2057
9408	調度	2057
9409	研討會	2056
9410	好萊塢	2055
9411	筆試	2055
9412	到貨	2054
9413	出具	2053
9414	很像	2053
9415	訪談	2053
9416	農戶	2053
9417	俺們	2052
9418	徵集	2051
9419	第一位	2051
9420	南北	2050
9421	這麼好	2049
9422	支行	2048
9423	文中	2048
9424	版塊	2048
9425	單價	2047
9426	一地	2046
9427	一看	2046
9428	一篇	2046
9429	一萬	2046
9430	一言	2046
9431	一轉	2046
9432	一雙	2046
9433	一頁	2046
9434	不外乎	2046
9435	不詳	2046
9436	乜水	2046
9437	乾坤	2046
9438	五月	2046
9439	人用	2046
9440	介	2046
9441	介入	2046
9442	仲叫	2046
9443	仲差	2046
9444	仲點	2046
9445	伯雷主教	2046
9446	住個	2046
9447	依段	2046
9448	侵犯	2046
9449	停下	2046
9450	側面	2046
9451	偶然	2046
9452	僅僅	2046
9453	儀器	2046
9454	儀式	2046
9455	優秀	2046
9456	先見	2046
9457	凝望	2046
9458	出走	2046
9459	出身	2046
9460	到車	2046
9461	剎那間	2046
9462	力氣	2046
9463	包紮	2046
9464	十二月	2046
9465	升起	2046
9466	南行	2046
9467	原始	2046
9468	友仔	2046
9469	取而代	2046
9470	叫聲	2046
9471	各式	2046
9472	同緊	2046
9473	同雷米	2046
9474	吳嘉欣	2046
9475	呆滯	2046
9476	呎	2046
9477	和尚	2046
9478	和服	2046
9479	咒語	2046
9480	咗出	2046
9481	咗支	2046
9482	咬住	2046
9483	嚟做	2046
9484	在下	2046
9485	地理	2046
9486	坑	2046
9487	埗	2046
9488	報案	2046
9489	壁	2046
9490	壽司	2046
9491	大到	2046
9492	大石	2046
9493	太子	2046
9494	失業	2046
9495	夾埋	2046
9496	奈何	2046
9497	好衰	2046
9498	娛樂	2046
9499	娥	2046
9500	學術	2046
9501	安全帶	2046
9502	安穩	2046
9503	寧	2046
9504	寧威	2046
9505	封印	2046
9506	小貞個頭	2046
9507	少許	2046
9508	嵐	2046
9509	左下角	2046
9510	左雪琪	2046
9511	差好	2046
9512	年嚟	2046
9513	影到	2046
9514	心好	2046
9515	心思	2046
9516	必定	2046
9517	忍得	2046
9518	忿	2046
9519	思點	2046
9520	慧嫻	2046
9521	我頓	2046
9522	戒心	2046
9523	戴住	2046
9524	手放	2046
9525	打中	2046
9526	推斷	2046
9527	搖擺	2046
9528	搞過	2046
9529	攪到	2046
9530	收費	2046
9531	收集	2046
9532	整親	2046
9533	文星	2046
9534	斜路	2046
9535	旁人	2046
9536	時間裏	2046
9537	書院	2046
9538	會理	2046
9539	望過	2046
9540	未定	2046
9541	柒頭杰	2046
9542	柯	2046
9543	校門	2046
9544	植物人	2046
9545	極速	2046
9546	橡根	2046
9547	歷	2046
9548	永	2046
9549	沙藤	2046
9550	洋娃娃	2046
9551	流到	2046
9552	淨低	2046
9553	清脆	2046
9554	準確	2046
9555	溝到	2046
9556	濛	2046
9557	無出	2046
9558	無極	2046
9559	無言以	2046
9560	父	2046
9561	牙醫	2046
9562	牛牛	2046
9563	玩法	2046
9564	生氣	2046
9565	用途	2046
9566	番嚟	2046
9567	痛痛	2046
9568	登出	2046
9569	皮池	2046
9570	益	2046
9571	監察	2046
9572	監獄	2046
9573	着到	2046
9574	睡眠	2046
9575	砲	2046
9576	空位	2046
9577	管家	2046
9578	簽	2046
9579	精緻	2046
9580	紅玥	2046
9581	紥	2046
9582	練波	2046
9583	羽毛	2046
9584	耀	2046
9585	老身	2046
9586	肥成	2046
9587	背部	2046
9588	腐爛	2046
9589	舒適	2046
9590	草草	2046
9591	荷	2046
9592	萬能	2046
9593	虧佬話	2046
9594	蜜	2046
9595	蝦餃	2046
9596	裙仔	2046
9597	襪仔	2046
9598	西面	2046
9599	親愛	2046
9600	訓陣	2046
9601	記錯	2046
9602	設備	2046
9603	誘人	2046
9604	語調	2046
9605	謎	2046
9606	講得啱	2046
9607	貓頭鷹	2046
9608	贊成	2046
9609	走先	2046
9610	走光	2046
9611	趣	2046
9612	跨	2046
9613	蹤影	2046
9614	車程	2046
9615	車頂	2046
9616	轆轆	2046
9617	轉去	2046
9618	轟炸	2046
9619	通紅	2046
9620	週年	2046
9621	過了	2046
9622	避過	2046
9623	那位	2046
9624	郁動	2046
9625	部份	2046
9626	重係	2046
9627	野要	2046
9628	鈴鈴	2046
9629	關事	2046
9630	防煙門	2046
9631	阿汁	2046
9632	阿達	2046
9633	陰暗	2046
9634	陶	2046
9635	陸羽石	2046
9636	雙乳	2046
9637	電車	2046
9638	預計	2046
9639	頭也	2046
9640	風刃	2046
9641	飄浮	2046
9642	食㗎	2046
9643	食藥	2046
9644	飲下	2046
9645	飲醉	2046
9646	驚架	2046
9647	驚死	2046
9648	鬼佬	2046
9649	魔術	2046
9650	麻醉	2046
9651	黑洞	2046
9652	齒	2046
9653	係數	2045
9654	搶劫	2045
9655	美的	2045
9656	嘴脣	2044
9657	很漂亮	2044
9658	申請人	2044
9659	修訂	2043
9660	發表評論	2043
9661	交警	2042
9662	外包	2042
9663	導向	2042
9664	麻痹	2042
9665	長相	2040
9666	僅代表	2038
9667	分析師	2037
9668	櫃檯	2037
9669	維權	2037
9670	臺階	2036
9671	以至於	2034
9672	倡導	2034
9673	都想	2034
9674	產能	2033
9675	上調	2032
9676	呆在	2032
9677	商品房	2031
9678	序列號	2031
9679	後市	2031
9680	諸如	2031
9681	妳的	2030
9682	但她	2029
9683	售後	2029
9684	宏觀調控	2029
9685	致使	2029
9686	重慶市	2029
9687	畝	2028
9688	喜歡你	2027
9689	被你	2027
9690	許可證	2027
9691	句話	2026
9692	繳費	2026
9693	而我	2026
9694	對話框	2025
9695	過幾天	2025
9696	姜	2024
9697	就不是	2024
9698	想做	2022
9699	南海	2021
9700	向下	2021
9701	評爲	2021
9702	貸	2020
9703	跑去	2020
9704	可不可以	2019
9705	未成年	2018
9706	帶我	2017
9707	紮實	2017
9708	中國企業	2016
9709	常州	2015
9710	中國移動	2014
9711	你對	2014
9712	輩子	2014
9713	一體化	2013
9714	區間	2013
9715	中美	2012
9716	你個	2012
9717	商務部	2012
9718	帶走	2012
9719	很正常	2012
9720	查收	2012
9721	西湖	2012
9722	不能用	2010
9723	快速發展	2010
9724	開幕式	2009
9725	請不要	2008
9726	均可	2006
9727	水利	2006
9728	電機	2006
9729	吉他	2005
9730	餘額	2005
9731	不鏽鋼	2004
9732	專賣店	2004
9733	新高	2004
9734	是不可能	2004
9735	會議室	2003
9736	給個	2003
9737	核對	2002
9738	好啦	2001
9739	很是	2001
9740	誰也	2001
9741	大漲	2000
9742	玩的	2000
9743	第一步	2000
9744	海口	1999
9745	要買	1999
9746	初始化	1998
9747	想把	1997
9748	經濟學家	1997
9749	憋	1995
9750	市場化	1994
9751	油價	1994
9752	說不出	1994
9753	天然氣	1993
9754	納稅人	1993
9755	培訓班	1991
9756	抄襲	1991
9757	郵編	1991
9758	項鍊	1991
9759	應在	1989
9760	初始	1988
9761	打着	1988
9762	站着	1988
9763	首發	1988
9764	卻在	1987
9765	臺上	1987
9766	原材料	1986
9767	會說	1986
9768	殘疾人	1986
9769	在其	1984
9770	淪爲	1984
9771	老太太	1984
9772	踢球	1984
9773	跳槽	1983
9774	覺得很	1981
9775	食品安全	1981
9776	點擊這裏	1981
9777	新股	1979
9778	生活方式	1978
9779	血液循環	1978
9780	高壓	1978
9781	不小	1977
9782	要走	1977
9783	也曾	1976
9784	哦哦	1976
9785	哪能	1976
9786	著作	1975
9787	所做	1974
9788	蘿蔔	1972
9789	計劃生育	1972
9790	還真是	1971
9791	只在	1970
9792	走的	1970
9793	人民法院	1969
9794	無爲	1969
9795	看中	1969
9796	議案	1969
9797	又開始	1968
9798	一直沒有	1967
9799	寧夏	1967
9800	賣給	1967
9801	長髮	1967
9802	你來	1966
9803	充分利用	1965
9804	方正	1964
9805	有爲	1964
9806	本來就是	1964
9807	進出口	1964
9808	航空公司	1963
9809	表揚	1962
9810	跟我說	1961
9811	叫什麼	1960
9812	旨在	1960
9813	月初	1960
9814	錄製	1960
9815	與衆不同	1959
9816	又會	1958
9817	很開心	1958
9818	一封信	1957
9819	一指	1957
9820	一百萬	1957
9821	一顆	1957
9822	上位	1957
9823	上學	1957
9824	下邊	1957
9825	不管	1957
9826	不良	1957
9827	不遠	1957
9828	且	1957
9829	世間	1957
9830	中二	1957
9831	中伏	1957
9832	之不過	1957
9833	九龍塘	1957
9834	人個	1957
9835	人死	1957
9836	今生	1957
9837	仔去	1957
9838	仔好	1957
9839	仲見	1957
9840	仿佛	1957
9841	伴	1957
9842	依依不捨	1957
9843	個刻	1957
9844	倒不如	1957
9845	借力	1957
9846	假裝	1957
9847	傳教	1957
9848	傳染	1957
9849	價	1957
9850	優點	1957
9851	兩支	1957
9852	其間	1957
9853	冤墓	1957
9854	凌嘯峻	1957
9855	出擊	1957
9856	出生	1957
9857	到場	1957
9858	前日	1957
9859	加強	1957
9860	勿	1957
9861	北村	1957
9862	升上	1957
9863	去街	1957
9864	又被	1957
9865	取笑	1957
9866	叢	1957
9867	各個	1957
9868	君子	1957
9869	吵鬧	1957
9870	告別	1957
9871	呸	1957
9872	唏噓	1957
9873	唐樓	1957
9874	嗰位	1957
9875	嘯	1957
9876	圖形	1957
9877	地城	1957
9878	地過	1957
9879	地頭	1957
9880	埋怨	1957
9881	執到	1957
9882	夢見	1957
9883	大不了	1957
9884	大眼	1957
9885	太陽穴	1957
9886	奉	1957
9887	嬲嬲地	1957
9888	孟	1957
9889	家陣	1957
9890	專	1957
9891	對峙	1957
9892	就職	1957
9893	局長	1957
9894	屯門	1957
9895	左畫	1957
9896	己經	1957
9897	巷	1957
9898	幾喇	1957
9899	庭	1957
9900	弟	1957
9901	強者	1957
9902	得個	1957
9903	微弱	1957
9904	忍耐	1957
9905	怒氣	1957
9906	性命	1957
9907	想試	1957
9908	意圖	1957
9909	意大利	1957
9910	愛的	1957
9911	我個樣	1957
9912	我學	1957
9913	我面	1957
9914	打仗	1957
9915	打拳	1957
9916	打直	1957
9917	打轉	1957
9918	投胎	1957
9919	抗議	1957
9920	拉鍊	1957
9921	招手	1957
9922	捅	1957
9923	接收	1957
9924	接納	1957
9925	推門	1957
9926	搖晃	1957
9927	放底	1957
9928	數據	1957
9929	昆蟲	1957
9930	明信片	1957
9931	昏	1957
9932	更令	1957
9933	會食	1957
9934	有料	1957
9935	有權	1957
9936	有無人	1957
9937	服從	1957
9938	朱謀秉	1957
9939	核	1957
9940	格鬥	1957
9941	棺材	1957
9942	椰子	1957
9943	楓	1957
9944	櫥窗	1957
9945	武力	1957
9946	比着	1957
9947	毛管	1957
9948	沒法	1957
9949	沒錯	1957
9950	流流	1957
9951	清明	1957
9952	溫習	1957
9953	瀉	1957
9954	火光	1957
9955	災難	1957
9956	無可否認	1957
9957	無晒	1957
9958	燥	1957
9959	燦爛	1957
9960	父子	1957
9961	牛頭魚	1957
9962	狐	1957
9963	王仙	1957
9964	畫條	1957
9965	異物	1957
9966	當做	1957
9967	當我想	1957
9968	疲勞	1957
9969	痛得	1957
9970	直昇機	1957
9971	直直	1957
9972	相關	1957
9973	真好	1957
9974	眼罩	1957
9975	破處	1957
9976	私處	1957
9977	笑臉	1957
9978	精彩	1957
9979	細蚊	1957
9980	統治	1957
9981	緊貼	1957
9982	繼承	1957
9983	續	1957
9984	而當	1957
9985	耷低頭	1957
9986	聖堂	1957
9987	聖廷堡	1957
9988	職	1957
9989	聽書	1957
9990	肌	1957
9991	腸	1957
9992	自身	1957
9993	茄菲貓	1957
9994	落水	1957
9995	蘇軾	1957
9996	行業	1957
9997	衰妹	1957
9998	裝飾	1957
9999	要害	1957
10000	觀點	1957
10001	討好	1957
10002	詩文	1957
10003	請假	1957
10004	講先	1957
10005	貼住	1957
10006	貼身	1957
10007	起行	1957
10008	跌低	1957
10009	轉個頭	1957
10010	辦	1957
10011	迷叔	1957
10012	迷茫	1957
10013	送到	1957
10014	這句	1957
10015	進發	1957
10016	過往	1957
10017	過癮	1957
10018	邊啊	1957
10019	野事	1957
10020	闊	1957
10021	阻礙	1957
10022	陰唇	1957
10023	集體	1957
10024	雋瑩	1957
10025	震撼	1957
10026	面書	1957
10027	頗	1957
10028	飲嘢	1957
10029	體諒	1957
10030	高節	1957
10031	魔法陣	1957
10032	麥當勞	1957
10033	點心	1957
10034	黯然	1957
10035	知識分子	1956
10036	開源	1956
10037	就讓	1954
10038	要得	1954
10039	鈣	1954
10040	癡漢	1953
10041	星期天	1952
10042	喫點	1951
10043	傻子	1950
10044	與之	1950
10045	就可	1949
10046	敢於	1948
10047	竈	1948
10048	傅	1947
10049	用藥	1947
10050	大城市	1946
10051	不少人	1945
10052	出資	1945
10053	國際市場	1945
10054	斷了	1945
10055	有錢人	1945
10056	衆生	1945
10057	你真	1944
10058	民營企業	1944
10059	經營者	1944
10060	讓您	1944
10061	資本主義	1944
10062	還可	1944
10063	事業單位	1943
10064	什麼地方	1943
10065	說吧	1943
10066	使用者	1942
10067	就叫	1942
10068	寬度	1941
10069	男孩子	1940
10070	大頭	1939
10071	這幾年	1939
10072	河北省	1938
10073	清華大學	1938
10074	不停的	1937
10075	中小	1937
10076	後就	1936
10077	較強	1936
10078	兩週	1935
10079	持股	1935
10080	較好的	1935
10081	中文版	1934
10082	想看	1934
10083	日軍	1933
10084	發給你	1933
10085	省政府	1933
10086	社保	1933
10087	隱患	1933
10088	更高的	1932
10089	而非	1931
10090	胎兒	1931
10091	逍遙	1931
10092	鉅額	1931
10093	不斷提高	1930
10094	三維	1929
10095	遷移	1929
10096	做工	1927
10097	摩托羅拉	1927
10098	鄧小平	1927
10099	壁紙	1926
10100	煙臺	1926
10101	發病	1926
10102	組成部分	1926
10103	來得	1925
10104	序列	1925
10105	你沒	1924
10106	喫藥	1924
10107	瓶頸	1924
10108	課件	1924
10109	都快	1924
10110	看下	1923
10111	小樣	1922
10112	產業鏈	1922
10113	這首	1922
10114	雙擊	1922
10115	公示	1921
10116	生日快樂	1921
10117	蒐	1921
10118	麼麼	1921
10119	機動車	1920
10120	洗淨	1920
10121	索愛	1920
10122	電子書	1920
10123	娛樂圈	1919
10124	售後服務	1918
10125	小魚	1918
10126	快去	1918
10127	註冊表	1918
10128	侷限	1917
10129	紅軍	1917
10130	公益	1916
10131	切爾西	1915
10132	北京大學	1915
10133	確有	1915
10134	摘要	1914
10135	淨利潤	1914
10136	部分內容	1913
10137	下個月	1912
10138	要我	1912
10139	鏡像	1912
10140	國家級	1910
10141	潮溼	1910
10142	環境保護	1910
10143	不曾	1909
10144	很早	1909
10145	最後一次	1909
10146	期刊	1908
10147	船舶	1908
10148	官兵	1907
10149	書法	1907
10150	核算	1907
10151	笑笑	1907
10152	製成	1907
10153	邁	1907
10154	關愛	1907
10155	動畫片	1906
10156	這幾個	1906
10157	子公司	1905
10158	候選人	1904
10159	管理部門	1904
10160	骨幹	1904
10161	控制器	1902
10162	世界上最	1901
10163	定了	1901
10164	擺在	1901
10165	首批	1901
10166	點卡	1901
10167	嫁給	1900
10168	房貸	1900
10169	頗有	1900
10170	電氣	1899
10171	傳感器	1897
10172	性行爲	1897
10173	大多數人	1896
10174	但還是	1895
10175	業內人士	1895
10176	沒有必要	1895
10177	混凝土	1895
10178	省市	1895
10179	太累	1894
10180	拿去	1893
10181	氣死	1893
10182	看重	1892
10183	所示	1891
10184	提成	1891
10185	產品質量	1891
10186	要從	1891
10187	招人	1890
10188	製造商	1890
10189	松下	1889
10190	聽起來	1889
10191	託管	1889
10192	註銷	1889
10193	國美	1888
10194	採	1888
10195	說要	1887
10196	中國大陸	1886
10197	是一樣的	1885
10198	增速	1884
10199	服務業	1884
10200	什麼事情	1883
10201	合法權益	1882
10202	掛牌	1882
10203	來源於	1881
10204	分頁	1881
10205	政府部門	1881
10206	走走	1881
10207	不完	1880
10208	原油	1879
10209	市場份額	1879
10210	派出	1879
10211	作品內容	1878
10212	每一個人	1878
10213	浜	1877
10214	劇中	1876
10215	福建省	1876
10216	證監會	1876
10217	徐州	1875
10218	黃山	1875
10219	大一	1873
10220	網點	1872
10221	薇	1872
10222	二手房	1871
10223	產業化	1871
10224	註釋	1871
10225	開闢	1870
10226	一字	1868
10227	一發	1868
10228	一袋	1868
10229	三人組	1868
10230	上角	1868
10231	下野	1868
10232	不清	1868
10233	並非	1868
10234	久唔久	1868
10235	久而久之	1868
10236	互動	1868
10237	亭	1868
10238	人多	1868
10239	人有	1868
10240	人選	1868
10241	仔到	1868
10242	仔話	1868
10243	企咗響度	1868
10244	企埋	1868
10245	但點	1868
10246	住響	1868
10247	佔據	1868
10248	作勢	1868
10249	你仲未	1868
10250	你夠	1868
10251	供應	1868
10252	依樣	1868
10253	便會	1868
10254	保齡球	1868
10255	信念	1868
10256	修補	1868
10257	個次	1868
10258	做出	1868
10259	做成	1868
10260	傾緊	1868
10261	傾過	1868
10262	先得㗎	1868
10263	兜返	1868
10264	兩個韻	1868
10265	公元	1868
10266	兼職	1868
10267	再三	1868
10268	分成	1868
10269	刨	1868
10270	到嗰	1868
10271	到頭來	1868
10272	剛落	1868
10273	劇本	1868
10274	劑	1868
10275	力度	1868
10276	動物園	1868
10277	匙	1868
10278	半鐘	1868
10279	卦	1868
10280	印傭	1868
10281	受山	1868
10282	右下角	1868
10283	同黨	1868
10284	周慧敏	1868
10285	周身	1868
10286	咒文	1868
10287	咗六合彩	1868
10288	咗套	1868
10289	咗本	1868
10290	哞	1868
10291	唔在乎	1868
10292	商隊	1868
10293	啤梨	1868
10294	喉	1868
10295	嘈到	1868
10296	圈圈	1868
10297	團結	1868
10298	城堡	1868
10299	執行	1868
10300	場地	1868
10301	塞車	1868
10302	填	1868
10303	墮	1868
10304	壓迫	1868
10305	外界	1868
10306	多年	1868
10307	多心	1868
10308	大喝	1868
10309	大埔	1868
10310	天花	1868
10311	失憶	1868
10312	好夜	1868
10313	好氣	1868
10314	姐妹	1868
10315	姐麻	1868
10316	子政	1868
10317	學到	1868
10318	宋娟	1868
10319	完先	1868
10320	實行	1868
10321	尋求	1868
10322	局副局長	1868
10323	巡邏	1868
10324	師弟	1868
10325	帳篷	1868
10326	帶嚟	1868
10327	幾十年	1868
10328	廢物	1868
10329	弱智	1868
10330	影張	1868
10331	心想	1868
10332	心知	1868
10333	思坐	1868
10334	思念	1868
10335	怨恨	1868
10336	悲哀	1868
10337	感冒	1868
10338	慮	1868
10339	憎人	1868
10340	憔悴	1868
10341	成張	1868
10342	我射	1868
10343	我數	1868
10344	我錯	1868
10345	手工	1868
10346	手頭	1868
10347	打下	1868
10348	打冷震	1868
10349	打完	1868
10350	打斜	1868
10351	打發	1868
10352	托住	1868
10353	扮嘢	1868
10354	批准	1868
10355	投放	1868
10356	抽水	1868
10357	拐	1868
10358	招數	1868
10359	挑釁	1868
10360	推到	1868
10361	推翻	1868
10362	插班	1868
10363	揞	1868
10364	救護車	1868
10365	教練	1868
10366	教過	1868
10367	施展	1868
10368	早抖	1868
10369	明日	1868
10370	星期二	1868
10371	智	1868
10372	月楓	1868
10373	有車	1868
10374	未曾	1868
10375	未能	1868
10376	本書	1868
10377	某些	1868
10378	柴	1868
10379	校生	1868
10380	森之鐲	1868
10381	極點	1868
10382	歡喜	1868
10383	武天	1868
10384	死火	1868
10385	死路	1868
10386	每一下	1868
10387	永不	1868
10388	永倫	1868
10389	沈默	1868
10390	洞口	1868
10391	流程	1868
10392	流行	1868
10393	流逝	1868
10394	淒涼	1868
10395	滲入	1868
10396	演員	1868
10397	無女	1868
10398	煙花	1868
10399	熊熊	1868
10400	狼狽	1868
10401	王胤	1868
10402	現今	1868
10403	理得	1868
10404	環視	1868
10405	甘講	1868
10406	畀錢	1868
10407	留響	1868
10408	略	1868
10409	痰	1868
10410	癡住	1868
10411	登登登	1868
10412	發狂	1868
10413	皇后	1868
10414	監	1868
10415	盲	1868
10416	真身	1868
10417	瞬移	1868
10418	知情	1868
10419	神話	1868
10420	神通	1868
10421	程序	1868
10422	空中	1868
10423	空檔	1868
10424	穿着	1868
10425	符咒	1868
10426	第三次	1868
10427	粗暴	1868
10428	結構	1868
10429	給	1868
10430	緊接	1868
10431	翻學	1868
10432	聆	1868
10433	聲浪	1868
10434	職位	1868
10435	腰部	1868
10436	自衛	1868
10437	舊時	1868
10438	舒	1868
10439	菜菜	1868
