rank	head	essay_frequency	syn_tails	syn_neighbors
536	彌補	1779	4	亡羊補牢,彌縫,挽救,補救
537	心血	1779	10	心力,心機,枯腸,腦,腦力
538	情形	1779	16	事態,動靜,圖景,場面,情
539	戒備	1779	17	以防萬一,備,嚴防,戒,提防
540	打掃	1779	3	掃,掃除,除雪
541	打消	1779	42	免,免去,免掉,免除,剪除
542	拍片	1779	1	快照
543	捕捉	1779	1	捕殺
544	推倒	1779	4	打倒,打翻,推翻,擊倒
545	推動	1779	11	促進,力促,助長,後浪推前浪,推
546	新郎	1779	1	新人
547	普選	1779	9	初選,大選,改選,民選,直選
548	書房	1779	2	書屋,書齋
549	有病	1779	17	久病,卧病,受病,害,害病
550	木屋	1779	7	公屋,土屋,埃居,套房,新居
551	末日	1779	19	季,底,後期,晚,晚期
552	氣體	1779	5	半流體,固體,氣,流體,液體
553	水中	1779	1	眼中
554	波浪	1779	4	波,浪,浪花,浪頭
555	洗頭	1779	2	刷牙,洗腸
556	消散	1779	38	一去不復返,一去不返,付之一炬,付之東流,付諸東流
557	無從	1779	26	一籌莫展,不能,不許,使不得,力不勝任
558	煙海	1779	13	亞得裏亞海,公海,加勒比海,南海,地中海
559	營養	1779	6	滋補品,滋養,營養素,補品,補藥
560	版本	1779	3	本,本子,版
561	瓜子	1779	1	白瓜子
562	生性	1779	5	個性,天性,本性,秉性,賦性
563	疲倦	1779	25	乏,乏力,倦,勞乏,勞累
564	目送	1779	15	凝望,凝眸,凝視,只見,定睛
565	眼眶	1779	3	眶,眼圈,眼窩
566	禮拜日	1779	8	小禮拜,星期,星期天,星期日,禮拜
567	絕不	1779	11	不用,不要,並非,休想,別
568	良心	1779	36	中心,人心,內心,六腑,寸心
569	茶几	1779	9	三屜桌,供桌,公案,圍桌,炕幾
570	茶樓	1779	4	茶坊,茶室,茶社,茶館
571	董事	1779	1	股東
572	裝束	1779	3	妝飾,打扮,扮相
573	要不是	1779	1	若非
574	跌倒	1779	4	摔倒,栽,栽倒,絆倒
575	車禍	1779	4	人禍,慘禍,殺身之禍,空難
576	轟隆	1779	7	咕隆,嗡嗡,虺虺,轟,轟轟
577	還好	1779	1	仲好
578	鐵路	1779	2	公路,高速公路
579	關節	1779	18	典型,刀口,問題,樞機,樞紐
580	陳述	1779	5	臚陳,述,陳,陳言,陳説
581	雨水	1779	55	井水,冬至,夏至,大寒,大暑
582	電視劇	1779	32	傳奇,古裝戲,吉劇,啞劇,喜劇
583	青衣	1779	7	丫頭,丫鬟,使女,侍女,妮子
584	鮮奶	1779	6	煉乳,牛乳,牛奶,豆奶,酸奶
585	工作量	1778	42	價值量,儲藏量,儲量,儲電量,分子量
586	數額	1778	8	多寡,多少,數,數據,數目
587	航天	1778	20	人工智能,代數,化工,地理,工藝美術
588	加之	1776	13	予,予以,付與,寓於,授予
589	共計	1775	16	一共,一總,一起,共,共總
590	命題	1775	4	專題,話題,課題,議題
591	園林	1775	5	公園,園,花園,苑,莊園
592	承辦	1775	2	經手,過手
593	王朝	1774	4	代,時,朝,朝代
594	蒙古	1774	29	內蒙古,台灣,吉林,四川,安徽
595	駕駛員	1773	3	司機,車手,駕駛者
596	發言人	1771	2	代言人,喉舌
597	農藥	1770	17	中成藥,仙丹,感冒藥,成藥,新藥
598	淨值	1763	16	交換價值,使用價值,保值,均值,增加值
599	收益率	1762	35	佔有率,入學率,利率,勞動生產率,匯率
600	稿子	1758	18	成文,打算,文章,方略,猷
601	紹興	1756	115	上海,亳,仰光,佛山,倫敦
602	省委	1754	1	市委
603	穩步	1752	32	一仍舊貫,一動不動,一如既往,一成不變,不二價
604	幸虧	1750	10	多虧,好在,幸,幸喜,幸好
605	款項	1749	5	帳,款,錢,項,頭寸
606	主人公	1748	11	主,主人,主人家,主人翁,主子
607	建材	1747	17	填料,工料,敷料,核燃料,油料
608	鬍子	1746	17	匪,匪徒,匪盜,土匪,寇
609	看上	1745	11	一往情深,一見傾心,一見鍾情,傾心,動情
610	元件	1743	2	構件,部件
611	看望	1743	12	探,探問,探望,探視,探訪
612	交易日	1742	7	公休日,勞動日,地球日,工作日,植樹日
613	因子	1742	1	因數
614	泉州	1742	12	佛羅裏達州,俄克拉何馬州,北卡羅來納州,印第安納州,弗吉尼亞州
615	火炬	1742	2	火把,炬
616	週報	1739	1	週刊
617	銀行卡	1735	7	信用卡,生日卡,磁卡,聖誕卡,賀卡
618	日元	1733	34	人民幣,便士,先令,刀幣,加元
619	計量	1733	18	乘除,划算,匡,匡算,合算
620	高爾夫	1733	17	保齡球,冰球,壘球,手球,排球
621	春秋	1732	21	夏,寒暑,年,年事,年份
622	源代碼	1730	5	代碼,底碼,編碼,補碼,譯碼
623	保證金	1729	1	保險金
624	調解	1729	11	勸和,和稀泥,圓場,息事寧人,打圓場
625	好意思	1727	5	恬不知恥,死乞白賴,死皮賴臉,涎皮賴臉,臉皮厚
626	祝願	1727	3	祝,祝福,祝頌
627	榮獲	1726	1	榮膺
628	工業化	1725	39	乳化,人性化,企業化,合法化,商業化
629	氾濫	1725	8	浩,湧,溢,溢出,滔
630	本期	1724	2	上期,下期
631	大面積	1722	13	周邊,大,大規模,寬廣,寬泛
632	病例	1722	6	實例,戰例,案例,特例,範例
633	軍訓	1716	5	冬訓,整訓,軍事訓練,輪訓,集訓
634	實習生	1715	10	中學生,初中生,大學生,大專生,小學生
635	抵押	1715	3	抵,押,質
636	教育局	1714	12	外匯局,專利局,市政局,情報局,檢疫局
637	海域	1712	11	區域,大洋,大海,水域,汪洋大海
638	珠寶	1710	3	珊瑚,貓眼,軟玉
639	美工	1709	10	丹青,圖,圖案,圖畫,圖騰
640	辦學	1709	1	辦報
641	遏制	1708	10	制止,壓,壓制,平抑,扼殺
642	常年	1706	7	一年到頭,平年,成年,終年,終歲
643	省份	1705	1	省
644	紅樓夢	1702	11	二十五史,二十四史,五經,六書,史記
645	轄區	1702	1	管區
646	責任感	1701	34	使命感,信任感,優越感,危機感,參與感
647	交易所	1698	4	招待所,收容所,觀察所,診療所
648	東海	1694	13	亞得裏亞海,公海,加勒比海,南海,地中海
649	相聲	1694	2	單口相聲,對口相聲
650	選秀	1693	1	選秀節目
651	加油站	1691	1	驛
652	不耐煩	1690	10	心浮氣躁,急性,急躁,性急,操之過急
653	中國人	1690	3	唐人,炎黃子孫,華人
654	代號	1690	8	呼號,商標,國號,字號,年號
655	住所	1690	7	公館,家,寓,寓所,居
656	作文	1690	25	作,做,創作,寫,寫作
657	依照	1690	21	仍,以,以資,依,如約
658	倒影	1690	1	半影
659	值錢	1690	6	昂貴,米珠薪桂,貴,質次價高,騰貴
660	催淚彈	1690	18	中子彈,信號彈,原子彈,定時炸彈,宣傳彈
661	傳人	1690	9	來人,後世,後人,後代,後者
662	傻事	1690	1	蠢事
663	其次	1690	16	下,二,亞,仲,伯仲
664	出版	1690	1	問世
665	包袱	1690	5	包,包裹,卷,擔子,負擔
666	協會	1690	22	三合會,互助會,公會,同學會,同業公會
667	各人	1690	1	每人
668	咯咯	1690	1	咕咕
669	啦啦隊	1690	22	交響樂隊,儀仗隊,商隊,國家隊,宣傳隊
670	因而	1690	13	之所以,因故,因此,就此,從而
671	報名	1690	2	提請,申請
672	增長	1690	13	加上,加強,助長,增強,增進
673	外牆	1690	2	牆根,隔牆
674	夜場	1690	2	夜市,曉市
675	女校	1690	3	五小,村校,私立學校
676	奶粉	1690	5	乳製品,乾酪,代乳粉,奶皮,奶酪
677	對準	1690	5	對,指向,本着,照章,針對
678	工業	1690	49	出版業,副業,化工,印刷業,土建
679	差距	1690	10	出入,別,區別,千差萬別,反差
680	引來	1690	1	引入
681	強勁	1690	23	一往無前,人多勢眾,兵不血刃,兵強馬壯,勁
682	心臟病	1690	118	乙腦,乳腺炎,低燒,佝僂病,傳染病
683	忐忑	1690	34	七上八下,不安,亂,仄,六神無主
684	思維	1690	27	動腦筋,合計,尋味,尋思,心想
685	意會	1690	9	心照不宣,心領,心領神會,悟,會心
686	手提電話	1690	1	手機
687	把手	1690	5	把,提手,提樑,襻,靠手
688	拇指	1690	6	大拇指,大指,巨擘,手指公,拇
689	指數	1690	51	一次函數,不定根,乘數,互質數,倒數
690	挽回	1690	2	力挽狂瀾,扭轉
691	掃視	1690	4	圍觀,掃描,環視,環顧
692	推理	1690	21	審度,度,忖度,想,想來
693	措施	1690	18	不二法門,主意,方,方式,方法
694	換言之	1690	4	不用説,也就是説,卻説,這樣一來
695	撒嬌	1690	1	扭捏
696	攝影師	1690	2	攝影,錄音
697	收養	1690	4	容留,收容,收留,認領
698	整整	1690	46	一,一五一十,一切,一體,上上下下
699	星座	1690	3	宿,座,星宿
700	映照	1690	11	射,投,投射,映射,炫耀
701	昨日	1690	2	昨,昨天
702	會場	1690	34	主場,停機坪,停車場,客場,射擊場
703	有幸	1690	10	三生有幸,僥倖,大吉,好運,幸運
704	架構	1690	3	搭,架,架設
705	楚楚	1690	12	儼然,利落,劃一,嚴整,整
706	機器	1690	3	機,機具,機械
707	殘留	1690	8	剩,殘存,殘餘,留,留置
708	水池	1690	4	泳池,養魚池,魚池,鹽池
709	汗水	1690	4	汗,汗珠,汗珠子,津
710	照射	1690	11	射,投,投射,映射,映照
711	牙籤	1690	17	九鼎,分子篩,卮,坩堝,埽
712	獎品	1690	1	獎
713	環顧	1690	4	圍觀,掃描,掃視,環視
714	男士	1690	10	丈夫,士,壯漢,官人,漢
715	界線	1690	18	分界,分野,地界,垠,境界
716	當地	1690	5	地方,地面,地頭,本土,本地
717	白虎	1690	1	美洲虎
718	監管	1690	5	共管,套管,接管,經管,託管
719	着數	1690	3	招,招數,路數
720	穿梭	1690	27	不了,不休,不住,不停,不已
721	簽名	1690	7	具名,簽字,簽約,簽署,籤
722	膠水	1690	7	印油,回形針,大頭針,橡皮,油墨
723	舌尖	1690	1	刀尖
724	蜘蛛	1690	2	蛛,蛛蛛
725	血水	1690	3	血,血流,血液
726	血統	1690	2	血緣,血脈
727	裂開	1690	17	分裂,坼,披,皴,皸裂
728	親吻	1690	4	吻,接吻,親,親嘴
729	觀念	1690	5	傳統,價值觀,思想意識,歷史觀,絕對觀念
730	豬朋狗友	1690	1	狐朋狗友
731	貫穿	1690	5	縱貫,貫,貫串,貫通,連貫
732	質量	1690	6	品質,成色,色,質,質地
733	走火	1690	4	失慎,失火,發火,起火
734	軍校	1690	2	軍事學校,軍官學校
735	轉動	1690	12	兜,團團轉,打轉,擰轉,旋
736	轉化	1690	10	中轉,倒車,轉向,轉折,轉接
737	近況	1690	5	市況,戰況,現況,盛況,路況
738	逗留	1690	14	停,停留,勾留,待,悶
739	過問	1690	2	干涉,幹預
740	道謝	1690	10	感,感恩戴德,感謝,璧謝,申謝
741	道路	1690	12	徑,程,衢,路,路徑
742	遠遠	1690	21	不遠千里,十萬八千里,千山萬水,千里迢迢,天各一方
743	金黃	1690	1	金色
744	隨後	1690	30	下,之後,事後,今後,以後
745	雙臂	1690	10	上肢,前肢,手臂,肱,胳膊
746	靈機	1690	10	心力,心機,心血,枯腸,腦
747	韓國	1690	156	不丹,中非共和國,丹麥,也門,亞美尼亞
748	音響	1690	11	動靜,濤,籟,聲,聲浪
749	骨折	1690	4	擦傷,輕傷,骨痹,鼻青臉腫
750	高低	1690	18	上下,優劣,分寸,大大小小,大小
751	工作者	1687	2	勞力,勞動力
752	蒐集	1687	13	募,募集,徵集,採,採擷
753	輪迴	1685	4	大循環,巡迴,循環,週而復始
754	科室	1683	40	候機室,候診室,候車室,分局,化妝室
755	總計	1683	16	一共,一總,一起,共,共總
756	公車	1682	13	名車,夜車,守車,專車,快車
757	致富	1682	14	創匯,夠本,扭虧為盈,掙,掙錢
758	看樣子	1681	28	察看,張,探望,收看,望
759	入庫	1680	5	入場,入境,入夜,入室,入門
760	射門	1680	2	盤球,遠射
761	葡萄酒	1680	32	一品紅,二鍋頭,五糧液,伏特加,啤酒
762	看成	1679	10	作,作為,同日而語,用作,當
763	不可避免	1678	2	在所難免,無可避免
764	摺疊	1678	4	佴,折,沁,疊
765	涵蓋	1678	21	包含,包孕,包藴,含,含有
766	直觀	1678	1	宏觀
767	改制	1677	29	切換,反手,喬裝打扮,換人,換句話説
768	本着	1676	11	對,對準,指向,挨,沿
769	玩兒	1674	16	作弄,嘲弄,惡作劇,愚,愚弄
770	發售	1673	11	出售,出賣,售,售賣,沽
771	長假	1672	16	事假,例假,公休,公假,喪假
772	多方	1669	6	多方面,多邊,多頭,大端,大舉
773	便捷	1668	43	便,便利,便當,全速,兩便
774	搞到	1668	1	整到
775	配送	1667	2	配有,配給
776	再不	1665	7	不再,不然,以便,否則,而是
777	商用	1657	28	並用,代用,備用,公用,古為今用
778	貨款	1657	23	信用,信貸,債款,價款,分期付款
779	選取	1657	21	卜,取捨,抉擇,披沙揀金,挑
780	開辦	1657	9	立,興辦,舉辦,設,設立
781	遺址	1656	3	原址,新址,舊址
782	市中心	1654	5	中環,南區,市郊,近郊,遠郊
783	國債	1651	4	三角債,內債,公債,外債
784	專業化	1651	67	一致性,乳化,二重性,人性化,企業化
785	儘早	1650	16	不久,儘先,儘快,及早,從速
786	洽談	1650	47	人大,冬運會,午餐會,博覽會,商洽
787	聆聽	1650	5	傾聽,洗耳恭聽,聆,聆取,諦聽
788	路段	1650	3	河段,沿途,波段
789	替補	1647	4	候補,增刪,挖補,遞補
790	充電器	1645	82	傳感器,冷卻器,分配器,加速器,助聽器
791	負載	1642	3	荷重,負荷,載重
792	汕頭	1639	115	上海,亳,仰光,佛山,倫敦
793	上個月	1638	2	上次,上週
794	完蛋	1638	55	一命嗚呼,上西天,下世,亡,亡故
795	寄託	1638	8	付託,依託,信託,委託,寄
796	頒佈	1637	12	公佈,宣佈,宣告,披露,揭曉
797	隨筆	1635	1	漫筆
798	博覽會	1634	42	人大,冬運會,午餐會,嘉年華會,堂會
799	中小學	1633	17	人大,保育院,分校,劍橋,夜校
800	方便麪	1630	10	冷麪,壽麪,拌麪,擔擔麪,涼皮
801	商貿	1629	6	商,商業,小本經營,生意,經貿
802	杜絕	1627	13	一掃而光,一掃而空,剪草除根,堵塞,斬草除根
803	機體	1627	1	有機體
804	華盛頓	1626	127	上海,亳,仰光,伊斯坦布爾,佛山
805	彩電	1622	7	冰櫃,微波爐,抽油煙機,有線電視,洗衣機
806	航線	1622	3	航程,航路,航道
807	合金	1617	7	有色金屬,稀有金屬,貴金屬,輕金屬,重金屬
808	貪官	1617	3	貪官污吏,贓官,饕餮之徒
809	開採	1614	4	採,採掘,採礦,開礦
810	博弈	1613	5	下棋,對局,對弈,弈,着棋
811	繪製	1611	3	作圖,打樣,繪圖
812	回升	1610	17	借屍還魂,光復,和好如初,回覆,平復
813	器件	1609	3	機件,組件,零件
814	常務	1609	17	乘務,僑務,內務,公務,劇務
815	無不	1609	5	一律,一概,個個,概,概莫能外
816	光學	1608	82	三角學,人類學,代數學,佛學,修辭學
817	差價	1608	55	代價,作價,優惠價,出價,化合價
818	幹掉	1608	7	剌,弒,殛,殺,殺死
819	蒼蠅	1608	1	蠅
820	噪聲	1605	1	噪音
821	水稻	1604	6	稻,稻子,稻穀,穀子,穀類
822	年年	1602	2	歷年,每年
823	一連串	1601	33	一系列,不一而足,不勝枚舉,不可勝數,不計其數
824	下顎	1601	2	下巴,下頜
825	不成	1601	27	不善,不好,不妙,不良,不行
826	事到如今	1601	1	事已至此
827	信仰	1601	11	信,信奉,信教,奉,宗教
828	側身	1601	5	存身,廁足,廁身,投身,置身
829	偷走	1601	13	偷,偷盜,偷竊,小偷小摸,扒竊
830	傷風	1601	4	受寒,受涼,感冒,着涼
831	兩者	1601	10	兩,兩岸,兩手,兩邊,兩面
832	冰山	1601	5	乾冰,冰排,冰晶,堅冰,積冰
833	勇者	1601	5	大丈夫,猛士,硬漢,硬骨頭,鐵漢
834	卡通	1601	4	動畫,動畫片,卡通片,漫畫
835	器材	1601	6	傢什,器,器具,器械,器物
836	回程	1601	2	歸程,規程
837	大路	1601	7	坦途,大道,康莊大道,通路,通途
838	完人	1601	17	先知,先知先覺,哲,哲人,堯舜
839	定義	1601	2	概念,界説
840	就讀	1601	1	師從
841	局面	1601	20	事態,事機,勢派,圈,局勢
842	手巾	1601	6	冪,巾,帕,手帕,手絹
843	扮演	1601	9	串,串演,去,扮,扮作
844	擂台	1601	17	主席台,前台,塔台,展台,工作台
845	擔任	1601	10	任,做,充,充任,充當
846	教徒	1601	2	信徒,善男信女
847	斧頭	1601	2	斧,斧子
848	日期	1601	1	日子
849	樹幹	1601	3	幹,株,樹身
850	樹枝	1601	5	果枝,桂枝,橄欖枝,花枝,葉枝
851	歌曲	1601	2	曲,歌
852	水泡	1601	1	漚
853	沉船	1601	4	出軌,失事,脱軌,觸礁
854	法文	1601	7	德文,拉丁文,日文,漢文,石鼓文
855	渴求	1601	4	務求,求,要求,講求
856	激光	1601	22	冷光,北極光,反光,可見光,寒光
857	激情	1601	1	豪情
858	熱辣辣	1601	19	暑,暑熱,汗如雨下,汗流浹背,火熱
859	燒賣	1601	10	三明治,春捲,椰蓉,粑粑,羊羹
860	玩笑	1601	3	噱頭,戲言,笑話
861	環節	1601	1	環
862	畫家	1601	1	畫師
863	疑似	1601	1	似是而非
864	疼痛	1601	6	作痛,火辣辣,疼,痛,觸痛
865	發問	1601	11	叩,叩問,問,問訊,問話
866	白費	1601	1	枉費
867	盔甲	1601	7	戎裝,披掛,甲冑,裝甲,軍服
868	相片	1601	5	像,影,照,照片,肖像
869	符號	1601	6	標記,標誌,符,號,記
870	等候	1601	11	伺機,佇候,俟,候,守候
871	糾纏	1601	15	嬲,死氣白賴,死皮賴臉,泡蘑菇,磨
872	純情	1601	11	動人,可人,可喜,可愛,喜人
873	翻轉	1601	12	反過來,回,扭,扭動,扭曲
874	自稱	1601	2	自命,自封
875	色情	1601	13	情竇初開,春心,春情,春意,桃色
876	茶花	1601	1	山茶
877	落下	1601	7	墜落,墮,掉,掉落,落
878	融入	1601	2	交融,相容
879	蠟筆	1601	22	亳,光筆,兔毫,兼毫,冗筆
880	行禮	1601	4	敬禮,施禮,有禮,致敬
881	衝力	1601	6	動力,威力,潛力,潛能,耐力
882	記載	1601	2	記事,記敍
883	調頭	1601	2	格調,調子
884	變臉	1601	3	一反常態,翻臉,變色
885	跨過	1601	5	橫亙,橫跨,跨,跨步,邁
886	躲避	1601	16	畏避,規避,躲閃,躲開,迴避
887	軸承	1601	5	滾動軸承,滾柱軸承,滾珠軸承,球軸承,空氣軸承
888	送禮	1601	1	送人情
889	逐一	1601	18	一一,以次,依次,各個,挨個
890	過火	1601	6	忒,矯枉過正,過分,過度,過於
891	釣魚	1601	2	垂釣,釣
892	銀色	1601	1	銀灰
893	難題	1601	9	偏題,困難,艱,苦事,難
894	面臨	1601	24	丁,中,備受,受,受到
895	頭盔	1601	7	冕,冠,冠冕,帽,帽子
896	高舉	1601	3	揚,揭,飛騰
897	鯊魚	1601	2	鮫,鯊
898	鯨魚	1601	1	鯨
899	鼻血	1601	1	尿血
900	炎症	1600	2	炎,炎性反應
901	電容	1600	1	庫容
902	莫斯科	1596	127	上海,亳,仰光,伊斯坦布爾,佛山
903	電廠	1596	18	修配廠,兵工廠,加工廠,化工廠,印刷廠
904	下崗	1595	5	失業,待業,無業,砸飯碗,賦閒
905	南非	1595	13	中亞,中南,中巴,中歐,中非
906	來信	1594	7	上書,來函,來鴻,修函,寫信
907	反過來	1594	13	回,扭,扭動,扭曲,扭轉
908	發揚	1594	5	伸張,弘揚,恢弘,揚,發揚光大
909	大臣	1593	7	大員,當道,達官,達官貴人,重臣
910	貨運	1592	16	倒運,偷運,客運,搶運,春運
911	土耳其	1591	156	不丹,中非共和國,丹麥,也門,亞美尼亞
912	本子	1591	13	冊,冊子,劇本,小冊子,本
913	滯後	1591	10	倒退,向下,後退,掉隊,江河日下
914	唐山	1590	115	上海,亳,仰光,佛山,倫敦
915	視圖	1590	19	交通圖,分佈圖,剖視圖,剖面圖,天氣圖
916	退款	1588	1	退税
917	客車	1587	9	公交車,公共汽車,大客車,山地車,巴士
918	華南	1587	9	內蒙古自治區,大西北,晉察冀,江北,江南
919	在校	1585	2	在家,在教
920	創始人	1582	6	不祧之祖,元老,奠基者,祖師,開山
921	鬼子	1582	2	洋鬼子,老外
922	浪潮	1578	3	大潮,潮,風潮
923	武警	1577	2	武裝警察,武警戰士
924	主題曲	1576	15	主題歌,九九歌,凱歌,國歌,國際歌
925	職稱	1575	6	簡稱,統稱,職銜,通稱,銜
926	被告人	1575	2	被上訴人,被告
927	不見得	1574	4	不一定,不至於,不致於,未必
928	聯網	1573	21	交接,對接,屬,接,接合
929	增長率	1572	45	佔有率,入學率,利率,勞動生產率,匯率
930	板子	1572	5	夾棍,板,械,老虎凳,鎖
931	神經病	1572	3	狂人,瘋子,精神病
932	中學生	1571	10	初中生,大學生,大專生,實習生,小學生
933	非得	1571	12	不能不,務,務必,務須,得
934	師範	1565	3	師範大學,師範學校,為人師表
935	巨星	1563	12	先達,名人,名士,名家,名宿
936	前沿	1562	5	前敵,前方,前線,戰線,火線
937	亮度	1561	41	傾斜度,光照度,剛度,力度,加速度
938	延期	1561	11	展緩,延,延緩,延遲,推
939	耕地	1561	14	佃,土地,地,大田,田
940	建國	1560	2	立國,開國
941	封殺	1556	12	仇殺,姦殺,慘殺,槍殺,濫殺
942	鴿子	1556	1	鴿
943	信託	1553	6	付託,委託,寄,寄託,託
944	矩陣	1552	4	八卦陣,敵陣,方陣,點陣
945	置業	1552	4	建功立業,成家立業,立户,立業
946	趨於	1552	2	趨,趨向
947	難點	1552	6	困難,艱,難,難處,難關
948	出遊	1551	13	周遊,巡禮,巡遊,旅遊,暢遊
949	酸奶	1551	6	煉乳,牛乳,牛奶,豆奶,酸牛奶
950	信訪	1549	8	互訪,來訪,出訪,家訪,專訪
951	多方面	1549	6	多方,多邊,多頭,大端,大舉
952	多重	1549	33	一系列,一連串,不一而足,不勝枚舉,不可勝數
953	皇冠	1549	1	王冠
954	僅供參考	1547	1	僅作參考
955	歸屬	1547	9	名下,屬,歸,歸入,百川歸海
956	麪條	1547	1	面
957	停機	1546	17	停刊,停學,停工,停手,停水
958	審理	1545	3	判案,審判,斷案
959	英鎊	1544	34	人民幣,便士,先令,刀幣,加元
960	交納	1540	8	上繳,交,呈交,完,納
961	經貿	1540	10	內貿,商,商業,商貿,外貿
962	姥姥	1539	13	助產士,外婆,外祖母,奶奶,家母
963	克隆	1538	2	仿製,仿造
964	票據	1538	9	券,單,單子,單據,契約
965	駕照	1538	1	駕駛執照
966	米飯	1537	3	白玉,白飯,飯
967	天河	1535	4	星河,河漢,銀河,銀漢
968	盤子	1534	4	物價指數,盤,行市,行情
969	特大	1533	18	偌大,大,大幅度,宏,宏大
970	通訊員	1532	2	交通,交通員
971	治癒	1530	10	大好,好,康復,愈,病癒
972	有的是	1529	32	不少,博,叢,多,多多
973	綜述	1529	9	彙總,概括,歸納,歸結,綜
974	前列	1528	4	上家,前排,前段,前站
975	表決	1528	13	仲裁,公決,定奪,定規,核定
976	口岸	1527	5	海口,海港,港,港口,港灣
977	辦案	1527	21	圍捕,批捕,抓,拘,拘傳
978	概述	1526	5	口述,簡述,自述,複述,轉述
979	第十	1526	4	第七,第九,第五,第六
980	退回	1525	18	倒退,卻步,吐出,後退,打退堂鼓
981	成年人	1523	7	丁,中年人,人,佬,壯丁
982	油田	1523	3	氣田,油氣田,煤田
983	勞務	1520	7	勞,勞動,會務,服務,校務
984	攝像	1520	10	拍,拍攝,拍照,攝,攝影
985	銜接	1520	21	交接,對接,屬,接,接合
986	農機	1519	1	農械
987	養生	1519	10	保健,保養,將息,將養,攝生
988	稀飯	1518	3	米湯,粥,糜
989	花卉	1517	5	唐花,山水畫,春宮,花木,花草
990	總局	1515	4	母公司,總公司,總店,總行
991	體育館	1515	5	圖書館,天文館,展覽館,文學館,美術館
992	實況	1513	7	事實,實,實情,實際,真情
993	一帶	1512	11	內外,前後,就地,就近,左右
994	一月	1512	4	元月,新月,正月,歲首
995	交錯	1512	3	犬牙交錯,縱橫,闌幹
996	人事	1512	17	人情,儀,性慾,情,情慾
997	份量	1512	7	份額,分量,毛重,淨重,輕重
998	伸懶腰	1512	1	伸腰
999	作嘔	1512	17	倒胃口,厭,厭惡,厭煩,嫌
1000	全都	1512	16	一總,俱,備,僉,全
1001	前者	1512	1	前端
1002	勾引	1512	10	利誘,吊胃口,啖,引蛇出洞,引誘
1003	十月	1512	3	小春,小陽春,陽春
1004	協議	1512	20	共謀,協商,合計,商,商兑
1005	受驚	1512	6	吃驚,嚇親,大吃一驚,震,震驚
1006	吞噬	1512	8	侵佔,侵吞,兼併,吞併,吞滅
1007	告白	1512	3	啓事,字帖,揭帖
1008	場景	1512	14	世面,光景,場面,容,形貌
1009	壽命	1512	3	人壽,壽,壽數
1010	大街	1512	4	街,街道,逵,馬路
1011	奉獻	1512	5	呈獻,奉,孝敬,獻,貢獻
1012	威嚴	1512	30	人高馬大,儼,儼然,八面威風,叱吒風雲
1013	完事	1512	23	一氣呵成,不負眾望,做到,到位,功德圓滿
1014	家用	1512	2	日用,生活費
1015	對得住	1512	8	不愧,問心無愧,對得起,心安理得,無愧
1016	居住	1512	9	位居,住,卜居,存身,安身
1017	差點	1512	4	差啲,險,險乎,險些
1018	年頭	1512	5	年初,新年,新春,歲首,開春
1019	引擎	1512	1	動力機
1020	形勢	1512	19	事態,事機,勢,勢派,地勢
1021	後母	1512	4	後媽,後孃,晚娘,繼母
1022	志願	1512	6	兩相情願,志,樂得,自覺,自覺自願
1023	快餐	1512	5	大餐,套餐,正餐,美餐,自助餐
1024	怨氣	1512	5	嫌怨,怨,怨尤,怨恨,怨艾
1025	情書	1512	6	介紹信,便函,公開信,死信,祝賀信
1026	惺忪	1512	29	不明,依稀,影影綽綽,微茫,恍
1027	意粉	1512	1	意大利粉
1028	慰藉	1512	7	勸慰,安慰,安撫,慰,撫
1029	應酬	1512	8	交道,交際,周旋,張羅,打交道
1030	成份	1512	2	分,成分
1031	手感	1512	34	使命感,信任感,優越感,危機感,參與感
1032	手持	1512	16	仗,執,手,拿,拿出
1033	打理	1512	2	司儀,禮賓司
1034	拋開	1512	22	丟,丟掉,丟棄,委,屏棄
1035	指出	1512	5	指明,透出,道出,道破,點明
1036	指尖	1512	5	手指,手指尾,手指頭,指,指頭
1037	搜尋	1512	19	尋,尋找,尋覓,找,找尋
1038	散步	1512	8	撒,播,播撒,散,溜達
1039	數目	1512	9	多寡,多少,數,數字,數據
1040	方位	1512	4	向,方,方向,方面
1041	時分	1512	13	上,下,天時,天道,早晚
1042	暗自	1512	29	一聲不響,不動聲色,不可告人,不聲不響,不露聲色
1043	曲線	1512	42	丙種射線,中心線,中線,乙種射線,伽馬射線
1044	有着	1512	23	不無,享,享有,保有,備
1045	民族	1512	3	中華民族,族,部族
1046	水上	1512	6	台上,地上,樓上,海上,網上
1047	清洗	1512	13	保潔,洗,洗滌,洗濯,浣
1048	火星	1512	21	主星,五星,亢,冥王星,土星
1049	熱身	1512	1	熱身運動
1050	特首	1512	6	主腦,元首,法老,領袖,首腦
1051	班機	1512	4	客機,專機,座機,戰機
1052	理應	1512	11	合宜,應,應有,應當,應該
1053	疤痕	1512	2	傷疤,傷痕
1054	痛心	1512	20	不堪回首,人琴俱亡,叫苦連天,哀痛,悲切
1055	百合	1512	1	百合花
1056	皇家	1512	8	國,宗室,王室,皇,皇室
1057	程式	1512	25	公式,分子式,各式,哥特式,噴氣式
1058	種類	1512	17	列,品目,品種,品類,型
1059	級數	1512	51	一次函數,不定根,乘數,互質數,倒數
1060	終極	1512	21	尖峯,尾聲,巔峯,最後,最終
1061	網站	1512	4	太空站,收費站,檢疫站,防疫站
