batch	literal	pos	family	voice	note	trust	verdict	fix_pos	audit_note
u-inlex-nf4	匍匐前進	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	十三太保	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	博客寫手	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	參考材料	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	可移植性	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	名不符實	a	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	向巴平措	n			人名;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	含笑九泉	v	idiom		成語；含笑九泉;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	國際法院	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	城市熱島	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	多國部隊	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	多重人格	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	大有文章	a,n	idiom		u-inlex-nf4;review;agent-label	high	BAD	a	stative 謂語形；n 假陽（同滿意 a,n→a／別有用心 a）
u-inlex-nf4	天打雷劈	v,x	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	奇風異俗	n	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	好言相勸	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	威震天下	a,v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	寧缺勿濫	a,v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	寬以待人	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	平心而論	r	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	弗蘭西斯	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	心中有鬼	a	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	心腹大患	n	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	急性腸炎	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	恢復常態	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	成語典故	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	戰術導彈	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	排起長隊	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	揚名立萬	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	收買人心	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	改弦易轍	v	idiom		成語；改弦易轍;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	放不下心	a,v			u-inlex-nf4;review;agent-label	high	SOFT		主標 v；a 由定語化邊緣，multi 可留閘
u-inlex-nf4	故步自封	a,v	idiom		成語；故步自封;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	文學巨匠	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	文筆流暢	a			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	春秋時代	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	格蘭芬多	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	樂府詩集	n			書名;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	樑上君子	n	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	毫無效果	a			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	民間習俗	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	氣度不凡	a			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	油料作物	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	沾不上邊	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	波譎雲詭	a	idiom		成語；波譎雲詭;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	消聲匿跡	v	idiom		成語；消聲匿跡;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	滔天大罪	n	idiom		成語；滔天大罪;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	無處可尋	a,v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	獨立思想	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	現在分詞	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	理學博士	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	生日卡	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	直搗黃龍	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	空氣阻力	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	立杆見影	a,v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	立身處世	n,v	idiom		成語；立身處世;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	糖醋里脊	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	終生伴侶	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	聖盧西亞	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	胸懷大志	a,v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	自動鉛筆	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	與民同樂	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	舟車勞頓	a			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	良辰吉日	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	薩摩耶犬	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	蘇打餅乾	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	虛席以待	v	idiom		成語；虛席以待;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	衝口而出	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	衣不蔽體	a	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	謹言慎行	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	貌不驚人	a	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	超前意識	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	身懷六甲	a,v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	軍事顧問	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	迷途知返	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	通用電器	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	遠洋漁業	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	野外求生	n,v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	野戰部隊	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	金髮女郎	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	門牌號碼	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	陰盛陽衰	a,n	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	隋唐演義	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	面授機宜	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	音訊全無	a,v			u-inlex-nf4;review;agent-label	high	BAD	a	stative 形（同杳無音訊 a）；v 假陽會毒同動詞閘
u-inlex-nf4	餘情未了	a			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	骨牌效應	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	魂不附體	a	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	黑芝麻糊	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf5	一枕黃粱	n,v	idiom		u-inlex-nf5;review;agent-label	high	BAD	n	成語主作名詞（黃粱夢喻／是一枕黃粱）；v 假陽
u-inlex-nf5	一觸即潰	a,v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	不平則鳴	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	不當	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	久病成醫	a,x	idiom		u-inlex-nf5;review;agent-label	high	BAD	v	謂語成語（真係久病成醫）；非形／非 x
u-inlex-nf5	互有勝負	a,v			u-inlex-nf5;review;agent-label	high	BAD	v	主作謂語（雙方互有勝負）；a 假陽
u-inlex-nf5	五花大綁	n,v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	付諸流水	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	以儆效尤	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	侍應生	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	停火	n,v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	凋謝	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	出神入化	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	削足適履	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	動魄驚心	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	勞碌	a,v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	原子半徑	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	可再生能源	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	可親	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	合成石油	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	同工異曲	a,n	idiom		u-inlex-nf5;review;agent-label	high	BAD	a	成語主形容（異曲同工之妙／兩者同工異曲）；n 假陽
u-inlex-nf5	名聲遠播	a,v			u-inlex-nf5;review;agent-label	high	SOFT		主標動謂；定語 a 薄但閘用 multi 可
u-inlex-nf5	否	r			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	單調	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	嗜殺成性	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	地區差價	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	姑息養奸	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	娑羅雙樹	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	小試牛刀	v	idiom		成語；小試牛刀;u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	平地	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	年底	n			u-inlex-nf5;review;agent-label	high	SOFT		時間詞常作狀語（年底完成／年底見），宜 n,r
u-inlex-nf5	年度大會	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	心平氣和	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	惡言傷人	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	成年累月	r	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	拜把兄弟	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	挖肉補瘡	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	掂斤播兩	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	撫躬自問	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	整天	n,r			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	旋轉乾坤	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	有失	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	棄邪歸正	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	標題音樂	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	毛毛雨	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	氣息奄奄	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	烏魯木齊	n			地名;u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	理化因素	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	理論貢獻	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	登報聲明	n,v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	白日見鬼	v,x	idiom		u-inlex-nf5;review;agent-label	high	BAD	v	動詞成語；x 假陽（非 closed-class）
u-inlex-nf5	相對速度	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	知情不報	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	破案	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	破舊立新	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	福壽雙全	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	窮追猛打	v	idiom		成語；窮追猛打;u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	管窺所及	n	idiom		成語；管窺所及;u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	統一資源	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	綽約多姿	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	縱情聲色	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	耗	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	能幹	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	芙蓉出水	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	荒淫無恥	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	菲力牛排	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	萬死一生	a,n	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	西部	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	見風是雨	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	貓鼠遊戲	n	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	賣身投靠	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	輕機關槍	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	退燒	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	遇害	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	避坑落井	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	金碧輝煌	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	銅管樂器	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	鋤強扶弱	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	防風固沙	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	陰鬱	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	陳橋兵變	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	雄心壯志	n	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	風吹草動	n	idiom		成語；風吹草動;u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	養家活口	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	驚愕	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	鰥寡孤獨	n	idiom		u-inlex-nf5;review;agent-label	high	OK		
